"Date","Price","Open","High","Low","Vol.","Change %"
"20-03-2017","7,918.60","7,944.90","7,945.05","7,906.00","1.05B","-0.18%"
"17-03-2017","7,933.10","7,967.70","7,974.95","7,913.40","1.17B","0.06%"
"16-03-2017","7,928.55","7,893.50","7,931.65","7,892.65","1.06B","0.94%"
"15-03-2017","7,854.75","7,842.15","7,869.55","7,836.10","980.79M","0.24%"
"14-03-2017","7,835.65","7,844.30","7,864.60","7,807.50","990.88M","1.62%"
"10-03-2017","7,710.90","7,732.50","7,751.30","7,690.95","685.08M","0.01%"
"09-03-2017","7,710.00","7,704.05","7,731.90","7,692.75","776.93M","-0.01%"
"08-03-2017","7,710.95","7,740.95","7,745.55","7,678.70","809.43M","-0.31%"
"07-03-2017","7,735.30","7,758.75","7,758.80","7,723.25","759.20M","-0.13%"
"06-03-2017","7,745.40","7,716.15","7,749.60","7,715.45","719.45M","0.64%"
"03-03-2017","7,696.20","7,679.10","7,703.70","7,659.25","793.37M","0.06%"
"02-03-2017","7,691.65","7,787.95","7,793.90","7,676.00","1.04B","-0.81%"
"01-03-2017","7,754.70","7,733.30","7,769.95","7,729.35","1.03B","0.59%"
"28-02-2017","7,709.10","7,713.40","7,729.30","7,695.25","1.12B","0.03%"
"27-02-2017","7,706.50","7,733.30","7,746.15","7,700.40","980.07M","-0.30%"
"23-02-2017","7,729.65","7,741.60","7,762.60","7,720.75","1.30B","0.10%"
"22-02-2017","7,721.60","7,745.10","7,756.45","7,706.30","1.01B","-0.05%"
"21-02-2017","7,725.25","7,704.40","7,735.35","7,690.25","883.76M","0.43%"
"20-02-2017","7,691.85","7,640.10","7,694.70","7,632.15","975.53M","0.71%"
"17-02-2017","7,638.00","7,672.80","7,681.10","7,617.20","1.00B","0.51%"
"16-02-2017","7,599.45","7,543.30","7,602.45","7,522.45","874.73M","0.90%"
"15-02-2017","7,531.60","7,597.40","7,613.60","7,519.85","941.51M","-0.97%"
"14-02-2017","7,605.05","7,640.60","7,640.65","7,593.15","853.29M","-0.29%"
"13-02-2017","7,626.95","7,655.30","7,660.05","7,583.10","922.50M","-0.06%"
"10-02-2017","7,631.25","7,651.90","7,656.80","7,613.75","897.91M","0.10%"
"09-02-2017","7,623.60","7,636.30","7,660.30","7,577.55","1.04B","0.12%"
"08-02-2017","7,614.75","7,615.15","7,630.60","7,562.35","1.05B","0.15%"
"07-02-2017","7,603.20","7,637.55","7,638.80","7,576.05","1.24B","-0.33%"
"06-02-2017","7,628.10","7,610.80","7,638.35","7,600.25","1.17B","0.77%"
"03-02-2017","7,569.90","7,555.70","7,578.05","7,544.00","1.33B","0.30%"
"02-02-2017","7,547.10","7,525.45","7,564.45","7,501.55","1.23B","0.41%"
"01-02-2017","7,516.05","7,390.55","7,520.70","7,366.90","1.32B","1.85%"
"31-01-2017","7,379.30","7,453.80","7,455.20","7,372.55","1.30B","-0.98%"
"30-01-2017","7,452.15","7,451.70","7,473.00","7,432.10","943.49M","-0.04%"
"27-01-2017","7,455.15","7,426.85","7,483.90","7,424.40","1.04B","0.50%"
"25-01-2017","7,417.70","7,338.90","7,424.90","7,334.80","1.11B","1.40%"
"24-01-2017","7,315.25","7,259.80","7,319.70","7,254.60","683.41M","1.00%"
"23-01-2017","7,242.55","7,191.40","7,251.00","7,189.80","663.62M","0.55%"
"20-01-2017","7,202.75","7,267.10","7,281.85","7,196.65","869.23M","-1.17%"
"19-01-2017","7,287.75","7,271.95","7,295.40","7,260.35","735.47M","0.26%"
"18-01-2017","7,269.00","7,252.25","7,299.20","7,249.80","701.13M","0.35%"
"17-01-2017","7,243.65","7,255.70","7,276.05","7,227.00","614.87M","-0.06%"
"16-01-2017","7,247.95","7,224.00","7,255.65","7,209.30","603.67M","0.27%"
"13-01-2017","7,228.30","7,268.95","7,271.00","7,202.95","676.59M","-0.05%"
"12-01-2017","7,231.85","7,225.35","7,244.20","7,209.10","786.92M","0.25%"
"11-01-2017","7,214.15","7,163.90","7,220.35","7,160.35","824.93M","1.15%"
"10-01-2017","7,132.20","7,108.35","7,136.05","7,106.45","667.84M","0.66%"
"09-01-2017","7,085.15","7,099.55","7,101.75","7,076.85","576.56M","0.03%"
"06-01-2017","7,083.10","7,119.05","7,140.25","7,073.50","702.35M","-0.33%"
"05-01-2017","7,106.90","7,063.15","7,112.60","7,061.80","827.12M","1.08%"
"04-01-2017","7,030.75","7,042.25","7,058.60","7,024.20","800.04M","0.03%"
"03-01-2017","7,028.75","7,019.00","7,048.00","6,989.00","627.40M","0.37%"
"02-01-2017","7,002.50","7,007.40","7,014.15","6,955.45","602.24M","0.28%"
"30-12-2016","6,982.80","6,931.85","6,993.40","6,928.85","636.19M","0.97%"
"29-12-2016","6,915.45","6,846.80","6,920.90","6,839.80","864.98M","0.99%"
"28-12-2016","6,847.40","6,849.45","6,902.00","6,839.90","565.57M","0.23%"
"27-12-2016","6,832.00","6,730.90","6,840.85","6,711.65","568.81M","1.60%"
"26-12-2016","6,724.45","6,800.20","6,801.80","6,720.25","499.94M","-1.33%"
"23-12-2016","6,814.90","6,814.05","6,850.90","6,779.20","554.43M","-0.02%"
"22-12-2016","6,816.35","6,883.40","6,883.90","6,806.10","509.30M","-1.16%"
"21-12-2016","6,896.00","6,929.75","6,933.85","6,889.70","544.39M","-0.18%"
"20-12-2016","6,908.10","6,948.90","6,960.10","6,892.80","556.07M","-0.51%"
"19-12-2016","6,943.35","6,973.05","6,973.50","6,936.55","470.10M","-0.48%"
"16-12-2016","6,976.50","7,009.40","7,009.55","6,965.60","608.38M","-0.18%"
"15-12-2016","6,989.25","6,957.45","7,047.35","6,953.10","612.04M","-0.22%"
"14-12-2016","7,004.65","7,053.90","7,053.90","6,999.20","569.89M","-0.58%"
"13-12-2016","7,045.35","7,040.50","7,050.20","7,007.65","610.34M","0.32%"
"12-12-2016","7,023.20","7,083.10","7,083.10","7,009.25","488.75M","-1.10%"
"09-12-2016","7,101.15","7,111.75","7,112.25","7,085.20","624.34M","0.17%"
"08-12-2016","7,089.25","7,015.80","7,094.20","7,014.75","602.27M","1.69%"
"07-12-2016","6,971.20","7,026.60","7,037.75","6,948.95","669.72M","-0.43%"
"06-12-2016","7,001.60","7,007.15","7,030.35","6,994.05","532.42M","0.25%"
"05-12-2016","6,984.25","6,951.80","6,993.60","6,929.45","544.15M","0.53%"
"02-12-2016","6,947.30","7,005.50","7,008.65","6,934.85","654.77M","-1.32%"
"01-12-2016","7,040.25","7,099.60","7,103.80","7,034.65","675.63M","-0.55%"
"30-11-2016","7,079.40","7,030.25","7,085.80","7,009.65","1.08B","1.08%"
"29-11-2016","7,003.60","6,993.50","7,048.70","6,991.55","670.27M","0.29%"
"28-11-2016","6,983.40","6,940.00","7,000.95","6,929.20","677.90M","0.33%"
"25-11-2016","6,960.75","6,873.90","6,966.45","6,849.75","703.85M","1.80%"
"24-11-2016","6,837.50","6,863.25","6,879.30","6,820.15","932.06M","-0.66%"
"23-11-2016","6,882.65","6,881.20","6,890.15","6,817.35","673.68M","0.69%"
"22-11-2016","6,835.30","6,811.75","6,850.40","6,764.25","746.47M","1.09%"
"21-11-2016","6,761.55","6,934.35","6,934.35","6,751.15","790.20M","-2.13%"
"18-11-2016","6,908.50","6,920.55","6,943.55","6,873.05","662.19M","0.07%"
"17-11-2016","6,903.45","6,928.45","6,966.50","6,884.85","667.22M","-0.36%"
"16-11-2016","6,928.10","7,002.00","7,014.25","6,897.75","890.95M","0.17%"
"15-11-2016","6,916.45","7,120.90","7,122.20","6,902.90","1.15B","-2.95%"
"11-11-2016","7,126.50","7,280.45","7,284.75","7,112.55","972.16M","-2.94%"
"10-11-2016","7,342.30","7,358.05","7,408.80","7,329.90","1.03B","1.31%"
"09-11-2016","7,247.45","6,924.95","7,276.70","6,829.80","1.37B","-1.61%"
"08-11-2016","7,366.05","7,366.35","7,377.60","7,314.25","593.58M","0.48%"
"07-11-2016","7,330.95","7,360.75","7,366.95","7,317.85","603.97M","0.78%"
"04-11-2016","7,274.10","7,359.70","7,359.90","7,245.50","825.48M","-0.95%"
"03-11-2016","7,344.10","7,382.75","7,420.00","7,335.75","701.51M","-0.64%"
"02-11-2016","7,391.40","7,433.55","7,433.55","7,383.30","669.60M","-1.48%"
"01-11-2016","7,502.20","7,525.25","7,539.10","7,491.80","702.08M","0.01%"
"30-10-2016","7,501.45","7,528.65","7,533.60","7,493.95","","0.10%"
"28-10-2016","7,494.10","7,464.55","7,502.20","7,439.35","747.85M","0.56%"
"27-10-2016","7,452.15","7,467.15","7,467.80","7,407.10","1.01B","-0.33%"
"26-10-2016","7,476.75","7,519.30","7,519.30","7,459.30","842.64M","-0.86%"
"25-10-2016","7,541.50","7,561.05","7,561.25","7,512.50","725.84M","-0.13%"
"24-10-2016","7,551.55","7,559.00","7,575.45","7,535.35","696.30M","0.13%"
"21-10-2016","7,541.70","7,550.00","7,550.10","7,505.15","750.92M","0.04%"
"20-10-2016","7,538.80","7,539.35","7,565.50","7,526.50","767.93M","0.41%"
"19-10-2016","7,507.70","7,533.65","7,534.30","7,486.10","760.19M","-0.06%"
"18-10-2016","7,512.30","7,416.15","7,517.30","7,416.00","748.40M","1.73%"
"17-10-2016","7,384.50","7,464.15","7,465.45","7,371.35","791.37M","-0.74%"
"14-10-2016","7,439.85","7,437.90","7,453.05","7,404.00","666.70M","0.29%"
"13-10-2016","7,418.35","7,508.30","7,514.35","7,377.20","835.70M","-1.52%"
"10-10-2016","7,532.70","7,559.50","7,567.45","7,527.95","543.01M","0.07%"
"07-10-2016","7,527.20","7,552.40","7,557.90","7,496.85","741.36M","-0.13%"
"06-10-2016","7,537.25","7,588.85","7,605.65","7,509.75","827.40M","-0.37%"
"05-10-2016","7,565.50","7,599.40","7,600.55","7,542.65","827.83M","-0.03%"
"04-10-2016","7,567.70","7,560.60","7,576.10","7,533.05","805.64M","0.47%"
"03-10-2016","7,532.25","7,443.15","7,535.00","7,429.50","753.01M","1.86%"
"30-09-2016","7,394.85","7,326.60","7,409.15","7,308.85","877.32M","0.79%"
"29-09-2016","7,336.85","7,555.70","7,562.00","7,303.95","1.60B","-2.37%"
"28-09-2016","7,514.95","7,478.25","7,529.70","7,472.05","791.32M","0.60%"
"27-09-2016","7,469.95","7,503.50","7,520.50","7,456.00","648.93M","-0.13%"
"26-09-2016","7,479.75","7,540.95","7,541.15","7,472.15","649.19M","-0.99%"
"23-09-2016","7,554.90","7,587.70","7,592.45","7,547.15","767.01M","-0.24%"
"22-09-2016","7,573.00","7,570.40","7,588.30","7,540.95","751.97M","1.09%"
"21-09-2016","7,491.70","7,504.65","7,534.10","7,478.45","645.84M","0.02%"
"20-09-2016","7,490.30","7,522.90","7,523.85","7,478.10","687.04M","-0.31%"
"19-09-2016","7,513.80","7,500.10","7,525.90","7,486.05","709.94M","0.36%"
"16-09-2016","7,487.20","7,499.10","7,553.80","7,461.45","1.13B","0.33%"
"15-09-2016","7,462.70","7,471.00","7,475.35","7,435.20","795.28M","0.10%"
"14-09-2016","7,455.30","7,423.40","7,462.75","7,409.85","877.74M","0.47%"
"12-09-2016","7,420.50","7,459.70","7,469.50","7,410.10","892.73M","-2.05%"
"09-09-2016","7,575.55","7,634.50","7,634.50","7,567.60","1.02B","-0.88%"
"08-09-2016","7,642.70","7,610.55","7,647.50","7,598.20","1.07B","0.47%"
"07-09-2016","7,607.20","7,638.15","7,638.55","7,599.85","1.21B","-0.10%"
"06-09-2016","7,615.00","7,540.80","7,619.95","7,540.80","725.81M","1.47%"
"02-09-2016","7,504.60","7,491.50","7,513.90","7,474.75","713.61M","0.41%"
"01-09-2016","7,474.30","7,498.25","7,512.30","7,463.60","935.85M","-0.22%"
"31-08-2016","7,490.65","7,473.90","7,520.45","7,473.90","1.16B","0.38%"
"30-08-2016","7,461.95","7,393.00","7,465.55","7,393.00","704.91M","1.37%"
"29-08-2016","7,361.00","7,344.60","7,367.85","7,308.10","628.76M","0.36%"
"26-08-2016","7,334.80","7,363.30","7,374.30","7,317.90","749.65M","-0.12%"
"25-08-2016","7,343.50","7,404.10","7,416.05","7,337.20","1.06B","-0.58%"
"24-08-2016","7,386.05","7,372.95","7,393.35","7,364.10","643.19M","0.36%"
"23-08-2016","7,359.75","7,363.85","7,369.55","7,320.90","726.41M","-0.05%"
"22-08-2016","7,363.80","7,400.60","7,414.00","7,354.15","641.97M","-0.46%"
"19-08-2016","7,397.80","7,408.15","7,413.30","7,378.95","794.49M","0.10%"
"18-08-2016","7,390.20","7,364.65","7,398.65","7,364.65","760.77M","0.63%"
"17-08-2016","7,343.70","7,341.25","7,368.25","7,322.85","781.68M","0.06%"
"16-08-2016","7,339.25","7,350.60","7,362.85","7,305.45","818.30M","-0.11%"
"12-08-2016","7,347.45","7,301.00","7,357.30","7,301.00","785.10M","0.79%"
"11-08-2016","7,289.50","7,277.65","7,297.60","7,237.90","792.48M","0.17%"
"10-08-2016","7,277.00","7,377.60","7,377.60","7,270.10","804.95M","-1.24%"
"09-08-2016","7,368.45","7,411.90","7,411.90","7,337.85","878.57M","-0.40%"
"08-08-2016","7,398.25","7,391.30","7,406.40","7,376.45","709.23M","0.46%"
"05-08-2016","7,364.05","7,289.55","7,368.20","7,289.55","801.98M","1.59%"
"04-08-2016","7,248.55","7,281.70","7,281.70","7,215.40","742.04M","0.22%"
"03-08-2016","7,232.80","7,321.55","7,321.55","7,220.65","781.00M","-1.07%"
"02-08-2016","7,310.90","7,346.15","7,372.35","7,306.75","858.35M","-0.33%"
"01-08-2016","7,335.05","7,350.25","7,395.00","7,292.35","923.44M","0.07%"
"29-07-2016","7,330.00","7,344.50","7,357.45","7,324.40","885.87M","-0.12%"
"28-07-2016","7,338.65","7,315.70","7,343.80","7,309.95","1.25B","0.56%"
"27-07-2016","7,297.90","7,282.50","7,328.15","7,258.00","966.71M","0.38%"
"26-07-2016","7,270.00","7,309.10","7,320.80","7,259.90","1.06B","-0.49%"
"25-07-2016","7,305.60","7,222.55","7,307.60","7,222.55","887.79M","1.08%"
"22-07-2016","7,227.45","7,197.00","7,230.10","7,173.90","865.43M","0.57%"
"21-07-2016","7,186.70","7,241.85","7,243.70","7,182.65","1.03B","-0.48%"
"20-07-2016","7,221.30","7,174.00","7,222.75","7,174.00","782.37M","0.60%"
"19-07-2016","7,178.20","7,169.25","7,186.20","7,134.55","886.82M","0.22%"
"18-07-2016","7,162.25","7,214.30","7,232.00","7,154.55","912.14M","-0.45%"
"15-07-2016","7,194.40","7,223.60","7,245.05","7,181.50","938.74M","-0.29%"
"14-07-2016","7,215.35","7,178.40","7,218.25","7,169.65","914.64M","0.53%"
"13-07-2016","7,177.00","7,208.90","7,213.10","7,161.05","1.20B","-0.21%"
"12-07-2016","7,192.25","7,179.50","7,195.10","7,158.20","1.13B","0.57%"
"11-07-2016","7,151.35","7,111.65","7,156.75","7,110.40","817.87M","1.59%"
"08-07-2016","7,039.40","7,062.25","7,062.25","7,008.05","818.23M","-0.15%"
"07-07-2016","7,050.10","7,058.85","7,071.75","7,039.70","1.08B","-0.01%"
"05-07-2016","7,051.00","7,078.45","7,078.45","7,035.20","1.40B","-0.29%"
"04-07-2016","7,071.85","7,067.05","7,092.10","7,066.75","899.97M","0.63%"
"01-07-2016","7,027.85","7,003.90","7,043.45","7,003.90","906.18M","0.67%"
"30-06-2016","6,980.80","6,951.85","6,990.50","6,944.45","1.32B","1.07%"
"29-06-2016","6,907.10","6,874.35","6,912.95","6,872.10","846.18M","1.01%"
"28-06-2016","6,837.75","6,811.50","6,850.40","6,811.50","711.84M","0.50%"
"27-06-2016","6,803.70","6,743.70","6,820.40","6,743.70","756.57M","0.42%"
"24-06-2016","6,775.55","6,722.25","6,780.50","6,630.55","1.18B","-1.95%"
"23-06-2016","6,910.55","6,871.80","6,919.85","6,852.30","648.19M","0.58%"
"22-06-2016","6,871.00","6,885.90","6,902.70","6,839.80","720.23M","-0.22%"
"21-06-2016","6,886.15","6,906.65","6,906.65","6,873.55","738.56M","-0.07%"
"20-06-2016","6,891.30","6,798.20","6,894.45","6,791.15","820.28M","0.72%"
"17-06-2016","6,842.35","6,851.25","6,865.00","6,815.50","959.18M","0.33%"
"16-06-2016","6,819.85","6,851.05","6,851.05","6,767.85","915.79M","-0.66%"
"15-06-2016","6,865.05","6,819.15","6,870.35","6,810.90","850.39M","1.05%"
"14-06-2016","6,793.85","6,804.60","6,804.60","6,762.50","971.83M","0.13%"
"13-06-2016","6,785.15","6,778.25","6,791.50","6,745.70","853.58M","-0.69%"
"10-06-2016","6,832.05","6,846.05","6,907.30","6,828.50","911.81M","-0.37%"
"09-06-2016","6,857.75","6,908.30","6,908.30","6,843.55","808.98M","-0.64%"
"08-06-2016","6,901.80","6,899.05","6,906.80","6,883.45","762.79M","0.26%"
"07-06-2016","6,884.15","6,859.20","6,903.65","6,848.40","738.19M","0.76%"
"06-06-2016","6,832.30","6,853.35","6,858.10","6,822.10","567.83M","-0.18%"
"03-06-2016","6,844.75","6,871.85","6,885.70","6,839.60","892.84M","-0.06%"
"02-06-2016","6,849.20","6,802.85","6,856.20","6,795.40","637.77M","0.50%"
"01-06-2016","6,815.45","6,820.00","6,850.45","6,811.10","763.31M","0.17%"
"31-05-2016","6,804.00","6,842.65","6,842.65","6,782.50","1.30B","-0.24%"
"30-05-2016","6,820.30","6,811.15","6,835.65","6,795.30","733.48M","0.34%"
"27-05-2016","6,797.00","6,739.20","6,801.80","6,739.20","852.52M","1.07%"
"26-05-2016","6,725.20","6,655.30","6,732.45","6,636.85","1.00B","1.48%"
"25-05-2016","6,626.85","6,547.35","6,631.20","6,547.35","668.23M","1.97%"
"24-05-2016","6,498.60","6,502.65","6,507.00","6,472.35","636.46M","0.05%"
"23-05-2016","6,495.25","6,560.55","6,560.55","6,491.00","593.57M","-0.27%"
"20-05-2016","6,513.10","6,555.65","6,567.40","6,503.85","585.11M","-0.51%"
"19-05-2016","6,546.50","6,626.25","6,626.25","6,537.40","716.59M","-1.13%"
"18-05-2016","6,621.55","6,600.10","6,629.15","6,577.05","641.79M","-0.12%"
"17-05-2016","6,629.70","6,638.00","6,666.60","6,622.50","684.26M","0.32%"
"16-05-2016","6,608.25","6,595.55","6,616.70","6,548.95","644.80M","0.39%"
"13-05-2016","6,582.30","6,628.45","6,634.95","6,566.70","717.78M","-0.88%"
"12-05-2016","6,640.90","6,611.90","6,646.05","6,603.30","614.27M","0.73%"
"11-05-2016","6,593.00","6,549.65","6,625.35","6,533.60","826.51M","-0.37%"
"10-05-2016","6,617.25","6,610.40","6,626.10","6,586.10","600.06M","0.21%"
"09-05-2016","6,603.25","6,525.55","6,608.10","6,525.55","595.30M","1.52%"
"06-05-2016","6,504.55","6,488.45","6,508.55","6,463.70","634.20M","0.07%"
"05-05-2016","6,500.05","6,503.15","6,532.55","6,479.60","677.83M","0.24%"
"04-05-2016","6,484.35","6,515.65","6,529.10","6,477.90","741.05M","-0.75%"
"03-05-2016","6,533.55","6,597.15","6,642.85","6,527.85","753.30M","-0.71%"
"02-05-2016","6,580.15","6,569.55","6,587.05","6,548.95","724.86M","-0.13%"
"29-04-2016","6,588.55","6,583.55","6,616.85","6,533.85","891.96M","0.08%"
"28-04-2016","6,583.15","6,680.00","6,695.20","6,575.45","1.05B","-1.51%"
"27-04-2016","6,684.30","6,660.45","6,695.25","6,659.90","734.20M","0.22%"
"26-04-2016","6,669.50","6,577.20","6,676.35","6,570.60","709.71M","1.15%"
"25-04-2016","6,593.45","6,627.00","6,635.40","6,573.90","601.58M","-0.52%"
"22-04-2016","6,627.95","6,621.85","6,646.10","6,610.05","664.47M","-0.10%"
"21-04-2016","6,634.30","6,675.40","6,694.95","6,615.10","786.44M","-0.14%"
"20-04-2016","6,643.30","6,663.25","6,669.80","6,615.40","887.26M","0.12%"
"18-04-2016","6,635.05","6,610.90","6,638.60","6,568.90","687.26M","0.91%"
"13-04-2016","6,575.35","6,524.65","6,587.05","6,524.50","785.58M","1.63%"
"12-04-2016","6,470.10","6,433.70","6,475.50","6,432.10","620.69M","0.61%"
"11-04-2016","6,430.60","6,363.55","6,434.75","6,324.60","638.27M","1.32%"
"08-04-2016","6,346.65","6,327.10","6,351.70","6,316.15","585.70M","0.27%"
"07-04-2016","6,329.80","6,391.75","6,391.75","6,322.15","764.46M","-0.76%"
"06-04-2016","6,378.00","6,381.95","6,383.25","6,352.10","666.07M","0.31%"
"05-04-2016","6,358.35","6,462.90","6,462.90","6,350.20","737.07M","-1.87%"
"04-04-2016","6,479.60","6,465.95","6,482.50","6,439.65","621.88M","0.53%"
"01-04-2016","6,445.50","6,438.40","6,462.60","6,409.80","818.61M","-0.10%"
"31-03-2016","6,452.15","6,437.10","6,468.05","6,420.20","1.12B","0.24%"
"30-03-2016","6,436.70","6,366.05","6,440.80","6,366.05","766.14M","1.80%"
"29-03-2016","6,323.00","6,329.20","6,359.30","6,302.05","664.42M","-0.18%"
"28-03-2016","6,334.70","6,441.00","6,441.20","6,318.60","687.71M","-1.39%"
"23-03-2016","6,423.70","6,421.20","6,430.00","6,389.50","636.36M","0.08%"
"22-03-2016","6,418.30","6,406.80","6,426.30","6,363.45","713.58M","0.18%"
"21-03-2016","6,406.70","6,336.70","6,411.80","6,336.70","635.08M","1.33%"
"18-03-2016","6,322.65","6,273.00","6,325.90","6,254.95","780.50M","1.07%"
"17-03-2016","6,255.75","6,287.05","6,307.80","6,233.90","764.71M","0.28%"
"16-03-2016","6,238.45","6,221.10","6,244.50","6,166.95","667.59M","0.25%"
"15-03-2016","6,222.65","6,282.70","6,282.70","6,214.70","613.23M","-0.96%"
"14-03-2016","6,282.70","6,287.30","6,317.50","6,263.05","590.03M","0.39%"
"11-03-2016","6,258.45","6,242.60","6,287.90","6,223.20","669.56M","0.25%"
"10-03-2016","6,242.95","6,289.10","6,289.10","6,217.55","704.30M","-0.51%"
"09-03-2016","6,275.10","6,208.20","6,279.50","6,193.45","797.98M","0.50%"
"08-03-2016","6,243.65","6,242.40","6,278.40","6,209.25","935.06M","0.07%"
"04-03-2016","6,239.35","6,242.60","6,249.85","6,200.45","887.75M","0.34%"
"03-03-2016","6,218.40","6,183.90","6,223.00","6,162.35","848.64M","1.32%"
"02-03-2016","6,137.15","6,095.30","6,151.05","6,094.05","958.26M","1.95%"
"01-03-2016","6,020.05","5,866.65","6,027.45","5,866.65","779.99M","3.26%"
"29-02-2016","5,829.95","5,869.85","5,897.95","5,717.00","1.10B","-0.39%"
"26-02-2016","5,852.90","5,870.55","5,878.90","5,818.50","603.05M","0.63%"
"25-02-2016","5,816.50","5,871.50","5,871.50","5,810.65","907.65M","-0.74%"
"24-02-2016","5,859.75","5,906.50","5,911.95","5,853.35","636.27M","-1.20%"
"23-02-2016","5,930.90","6,031.60","6,031.60","5,923.75","590.01M","-1.55%"
"22-02-2016","6,024.15","6,007.15","6,034.65","6,000.30","478.88M","0.40%"
"19-02-2016","6,000.40","5,973.35","6,009.05","5,955.50","578.57M","0.19%"
"18-02-2016","5,988.80","5,986.85","6,016.80","5,937.45","683.62M","0.99%"
"17-02-2016","5,930.15","5,897.90","5,940.95","5,801.05","821.48M","0.70%"
"16-02-2016","5,889.10","6,028.05","6,028.05","5,882.85","715.23M","-1.83%"
"15-02-2016","5,999.05","5,903.80","6,013.55","5,903.80","864.08M","2.84%"
"12-02-2016","5,833.40","5,878.80","5,878.80","5,722.80","1.18B","-0.17%"
"11-02-2016","5,843.20","6,042.40","6,042.40","5,831.10","1.02B","-3.45%"
"10-02-2016","6,051.95","6,100.80","6,102.70","6,022.20","862.71M","-1.20%"
"09-02-2016","6,125.60","6,146.00","6,154.80","6,112.10","626.44M","-1.36%"
"08-02-2016","6,209.80","6,277.75","6,302.20","6,195.60","626.02M","-0.97%"
"05-02-2016","6,270.50","6,201.45","6,280.15","6,191.30","694.94M","1.36%"
"04-02-2016","6,186.25","6,213.25","6,236.85","6,154.05","752.74M","0.33%"
"03-02-2016","6,166.20","6,198.55","6,209.95","6,159.25","910.13M","-1.38%"
"02-02-2016","6,252.20","6,351.60","6,359.15","6,235.15","758.16M","-1.41%"
"01-02-2016","6,341.60","6,367.35","6,374.55","6,330.80","624.96M","0.03%"
"29-01-2016","6,339.45","6,228.05","6,346.20","6,228.05","825.58M","1.76%"
"28-01-2016","6,230.00","6,235.05","6,261.85","6,224.80","896.94M","-0.20%"
"27-01-2016","6,242.40","6,263.25","6,271.70","6,221.50","619.84M","0.13%"
"25-01-2016","6,234.45","6,259.80","6,275.50","6,226.40","556.60M","0.29%"
